( Adventure0117 "I see no dwarf here")
( Adventure0118 "I see no dwarves here")
( Adventure0119 "I see no snake here")
( Adventure0120 "I see no clam here")
( Adventure0121 "I see no oyster here")
( Adventure0122 "I see no plant here")
( Adventure0123 "I see no giant here")
( Adventure0124 "I see no shadow here")
( Adventure0125 "I see no figure here")
( Adventure0126 "I see no beanstalk here")
( Adventure0127 "say what?")
( Adventure0128 "chant what?")
( Adventure0129 "sing what?")
( Adventure0130 "utter what?")
( Adventure0131 "mumble what?")
( Adventure0132 "enter what?")
( Adventure0133 "return what?")
( Adventure0134 "jump what?")
( Adventure0135 "climb what?")
( Adventure0136 "retreat what?")
( Adventure0137 "retread what?")
( Adventure0138 "continue what?")
( Adventure0139 "walk what?")
( Adventure0140 "run what?")
( Adventure0141 "exit what?")
( Adventure0142 "leave what?")
( Adventure0143 "crawl what?")
( Adventure0144 "ascend what?")
( Adventure0145 "descend what?")
( Adventure0146 "cross what?")
( Adventure0147 "swim what?")
( Adventure0148 "travel what?")
( Adventure0149 "proceed what?")
( Adventure0150 "go what?")
( Adventure0151 "explore what?")
( Adventure0152 "follow what?")
( Adventure0153 "turn what?")
( Adventure0154 "unlock what?")
( Adventure0155 "open what?")
( Adventure0156 "lock what?")
( Adventure0157 "close what?")
( Adventure0158 "carry what?")
( Adventure0159 "pick up what?")
( Adventure0160 "take what?")
( Adventure0161 "keep what?")
( Adventure0162 "catch what?")
( Adventure0163 "steal what?")
( Adventure0164 "capture what?")
( Adventure0165 "get what?")
( Adventure0166 "tote what?")
( Adventure0167 "drop what?")
( Adventure0168 "release what?")
( Adventure0169 "free what?")
( Adventure0170 "discard what?")
( Adventure0171 "dump what?")
( Adventure0172 "throw what?")
( Adventure0173 "toss what?")
( Adventure0174 "find what?")
( Adventure0175 "rub what?")
( Adventure0176 "fill what?")
( Adventure0177 "shatter what?")
( Adventure0178 "break what?")
( Adventure0179 "read what?")
( Adventure0180 "peruse what?")
( Adventure0181 "dig what?")
( Adventure0182 "excavate what?")
( Adventure0183 "light what?")
( Adventure0184 "extinguish  what?")
( Adventure0185 "turn off what?")
( Adventure0186 "turn on what?")
( Adventure0187 "pour what?")
( Adventure0188 "eat what?")
( Adventure0189 "devour what?")
( Adventure0190 "drink what?")
( Adventure0191 "wave what?")
( Adventure0192 "shake what?")
( Adventure0193 "swing what?")
( Adventure0194 "attack what?")
( Adventure0195 "kill what?")
( Adventure0196 "slay what?")
( Adventure0197 "fight what?")
( Adventure0198 "hit what?")
( Adventure0199 "strike what?")
( Adventure0200 "smash what?")
( Adventure0201 "blast what?")
( Adventure0202 "detonate what?")
( Adventure0203 "ignite what?")
( Adventure0204 "blow up what?")
( Adventure0205 "feed what?")
( Adventure0206 "calm what?")
( Adventure0207 "placate what?")
( Adventure0208 "wake what?")
( Adventure0209 "disturb what?")
( Adventure0210 "user closed input stream, quitting.")
( Adventure0211 "Give me a break!!")
( Adventure0212 "Please answer the question.")
( Adventure0213 "rdesc called with bad section")
( Adventure0214 "Too many magic messages")
( Adventure0215 "Too many random message")
( Adventure0216 "You're at end of road again.")
( Adventure0217 "You're at hill in road.")
( Adventure0218 "You're inside building.")
( Adventure0219 "You're in valley.")
( Adventure0220 "You're in forest.")
( Adventure0221 "You're in forest.")
( Adventure0222 "You're at slit in stream bed.")
( Adventure0223 "You're outside grate.")
( Adventure0224 "You're below the grate.")
( Adventure0225 "You're in Cobble Crawl.")
( Adventure0226 "You're in Debris Room.")
( Adventure0227 "You're in Bird Chamber.")
( Adventure0228 "You're at top of small pit.")
( Adventure0229 "You're in Hall of Mists.")
( Adventure0230 "You're on east bank of fissure.")
( Adventure0231 "You're in Nugget of Gold Room.")
( Adventure0232 "You're in Hall of Mountain King.")
( Adventure0233 "You're at west end of Twopit Room.")
( Adventure0234 "You're in east pit.")
( Adventure0235 "You're in west pit.")
( Adventure0236 "You're at 'Y 2'.")
( Adventure0237 "You're at window on pit.")
( Adventure0238 "You're in dirty passage.")
( Adventure0239 "You're in Dusty Rock room.")
( Adventure0240 "You're at west end of Hall of Mists.")
( Adventure0241 "You're at brink of pit.")
( Adventure0242 "You're at east end of Long Hall.")
( Adventure0243 "You're at west end of Long Hall.")
( Adventure0244 "You're at Complex Junction.")
( Adventure0245 "You're in Swiss Cheese room.")
( Adventure0246 "You're at east end of Twopit Room.")
( Adventure0247 "You're in Slab Room.")
( Adventure0248 "You're at junction of three secret canyons.")
( Adventure0249 "You're in secret east west canyon above tight canyon.")
( Adventure0250 "You're in narrow corridor.")
( Adventure0251 "You're at steep incline above large room.")
( Adventure0252 "You're in Giant Room.")
( Adventure0253 "You're in cavern with waterfall.")
( Adventure0254 "You're in Soft Room.")
( Adventure0255 "You're in Oriental Room.")
( Adventure0256 "You're in Misty Cavern.")
( Adventure0257 "You're in Alcove.")
( Adventure0258 "You're in Plover Room.")
( Adventure0259 "You're in Dark-Room.")
( Adventure0260 "You're in Arched Hall.")
( Adventure0261 "You're in Shell Room.")
( Adventure0262 "You're in Anteroom.")
( Adventure0263 "You're at Witt's End.")
( Adventure0264 "You're in Mirror Canyon.")
( Adventure0265 "You're at window on pit.")
( Adventure0266 "You're at top of stalactite.")
( Adventure0267 "You're at Reservoir.")
( Adventure0268 "You're at north east end.")
( Adventure0269 "You're at south west end.")
( Adventure0270 "You're on south west side of chasm.")
( Adventure0271 "You're in sloping corridor.")
( Adventure0272 "You're on north east side of chasm.")
( Adventure0273 "You're in corridor.")
( Adventure0274 "You're at fork in path.")
( Adventure0275 "You're at junction with warm walls.")
( Adventure0276 "You're at Breath-taking View.")
( Adventure0277 "You're in Chamber of Boulders.")
( Adventure0278 "You're in limestone passage.")
( Adventure0279 "You're in front of barren room.")
( Adventure0280 "You're in Barren Room.")
( Adventure0281 "A large stalactite extends from the roof and almost reaches the floor below.  You could climb down it, and jump from it to the floor, but having done so you would be unable to reach it to climb back up.")
( Adventure0282 "At your feet all the water of the stream splashes into a 2-inch slit in the rock.  Downstream the stream bed is bare rock.")
( Adventure0283 "At your feet is a small pit breathing traces of white mist.  An east passage ends here except for a small crack leading on.")
( Adventure0284 "Dead end")
( Adventure0285 "Dead end crawl.")
( Adventure0286 "The canyon here becomes too tight to go further south.")
( Adventure0287 "The canyon runs into a mass of boulders. dead end.")
( Adventure0288 "The crack is far too small for you to follow.")
( Adventure0289 "The dome is unclimbable.")
( Adventure0290 "The passage here is blocked by a recent cave-in.")
( Adventure0291 "The path forks here.  The left fork leads northeast.  A dull rumbling seems to get louder in that direction.  The right fork leads southeast down a gentle slope.  The main corridor enters from the west.")
( Adventure0292 "There is nothing here to climb.  Use 'up' or 'out' to leave the pit.")
( Adventure0293 "The stream flows out through a pair of 1 foot diameter sewer pipes. It would be advisable to use the exit.")
( Adventure0294 "The walls are quite warm here.  From the north can be heard a steady roar, so loud that the entire cave seems to be trembling.  Another passage leads south, and a low crawl goes east.")
( Adventure0295 "This is a low room with a crude note on the wall.  The note says, 'You won't get it up the steps'.")
( Adventure0296 "This is the Oriental Room.  Ancient oriental cave drawings cover the walls.  A gently sloping passage leads upward to the north, another passage leads south east, and a hands and knees crawl leads west.")
( Adventure0297 "You are at a complex junction.  A low hands and knees passage from the north joins a higher crawl from the east to make a walking passage going west.  There is also a large room above.  The air is damp here.")
( Adventure0298 "You are at a crossover of a high north south passage and a low east west one.")
( Adventure0299 "You are at a wide place in a very tight north south canyon.")
( Adventure0300 "You are at one end of an immense north south passage.")
( Adventure0301 "You are at one end of a vast hall stretching forward out of sight to the west.  There are openings to either side.  Nearby, a wide stone staircase leads downward.  The hall is filled with wisps of white mist swaying to and fro almost as if alive.  A cold wind blows up the staircase.  There is a passage at the top of a dome behind you.")
( Adventure0302 "You are at the bottom of the eastern pit in the Twopit Room.  There is a small pool of oil in one corner of the pit.")
( Adventure0303 "You are at the bottom of the pit with a broken neck.")
( Adventure0304 "You are at the bottom of the western pit in the Twopit Room.  There is a large hole in the wall about 25 feet above you.")
( Adventure0305 "You are at the east end of a very long hall apparently without side chambers.  To the east a low wide crawl slants up.  To the north a round two foot hole slants down.")
( Adventure0306 "You are at the east end of the Twopit Room.  The floor here is littered with thin rock slabs, which make it easy to descend the pits. There is a path here bypassing the pits to connect passages from east and west.  There are holes all over, but the only big one is on the wall directly over the west pit where you can't get to it.")
( Adventure0307 "You are at the edge of a large underground reservoir.  An opaque cloud of white mist fills the room and rises rapidly upward.  The lake is fed by a stream, which tumbles out of a hole in the wall about 10 feet overhead and splashes noisily into the water somewhere within the mist.  The only passage goes back toward the south.")
( Adventure0308 "You are at the northeast end of an immense room, even larger than the Giant Room.  It appears to be a repository for the 'Adventure' program.  Massive torches far overhead bathe the room with smoky yellow light.  Scattered about you can be seen a pile of bottles (all of them empty), a nursery of young beanstalks murmuring quietly, a bed of oysters, a bundle of black rods with rusty stars on their ends, and a collection of brass lanterns.  Off to one side a great many dwarves are sleeping on the floor, snoring loudly.  A sign nearby reads: 'Do not disturb the dwarves!'  An immense mirror is hanging against one wall, and stretches to the other end of the room, where various other sundry objects can be glimpsed dimly in the distance.")
( Adventure0309 "You are at the southwest end of the Repository.  To one side is a pit full of fierce green snakes.  On the other side is a row of small wicker cages, each of which contains a little sulking bird.  In one corner is a bundle of black rods with rusty marks on their ends.  A large number of velvet pillows are scattered about on the floor.  A vast mirror stretches off to the northeast.  At your feet is a large steel grate, next to which is a sign which reads, 'Treasure Vault. Keys in Main Office.'")
( Adventure0310 "You are at the top of a steep incline above a large room.  You could climb down here, but you would not be able to climb up.  There is a passage leading back to the north.")
( Adventure0311 "You are at the west end of a very long featureless hall.  The hall joins up with a narrow north south passage.")
( Adventure0312 "You are at the west end of Hall of Mists.  A low wide crawl continues west and another goes north.  To the south is a little passage 6 feet off the floor.")
( Adventure0313 "You are at the west end of the Twopit Room.  There is a large hole in the wall above the pit at this end of the room.")
( Adventure0314 "You are at Witt's End.  Passages lead off in all directions.")
( Adventure0315 "You are crawling over cobbles in a low passage.  There is a dim light at the east end of the passage.")
( Adventure0316 "You are following a wide path around the outer edge of a large cavern. Far below, through a heavy white mist, strange splashing noises can be heard.  The mist rises up through a fissure in the ceiling.  The path exits to the south and west.")
( Adventure0317 "You are in a 20-foot depression floored with bare dirt.  Set into the dirt is a strong steel grate mounted in concrete.  A dry stream bed leads into the depression.")
( Adventure0318 "You are in a cul-de-sac about eight feet across.")
( Adventure0319 "You are in a debris room filled with stuff washed in from the surface. A low wide passage with cobbles becomes plugged with mud and debris here, but an awkward canyon leads upward and west.  A note on the wall says 'Magic word X Y Z Z Y'.")
( Adventure0320 "You are in a dirty broken passage.  To the east is a crawl.  To the west is a large passage.  Above you is a hole to another passage.")
( Adventure0321 "You are in a jumble of rock, with cracks everywhere.")
( Adventure0322 "You are in a large low circular chamber whose floor is an immense slab fallen from the ceiling (Slab Room).  East and west there once were large passages, but they are now filled with boulders.  Low small passages go north and south, and the south one quickly bends west around the boulders.")
( Adventure0323 "You are in a large low room.  Crawls lead north, south east, and south west.")
( Adventure0324 "You are in a large room full of dusty rocks.  There is a big hole in the floor.  There are cracks everywhere, and a passage leading east.")
( Adventure0325 "You are in a large room, with a passage to the south, a passage to the west, and a wall of broken rock to the east.  There is a large 'Y 2' on a rock in the room's center.")
( Adventure0326 "You are in a little maze of twisting passages, all different.")
( Adventure0327 "You are in a little maze of twisty passages, all different.")
( Adventure0328 "You are in a little twisty maze of passages, all different.")
( Adventure0329 "You are in a long, narrow corridor stretching out of sight to the west.  At the eastern end is a hole through which you can see a profusion of leaves.")
( Adventure0330 "You are in a long sloping corridor with ragged sharp walls.")
( Adventure0331 "You are in a long winding corridor sloping out of sight in both directions.")
( Adventure0332 "You are in a low north south passage at a hole in the floor.  The hole goes down to an east west passage.")
( Adventure0333 "You are in a magnificent cavern with a rushing stream, which cascades over a sparkling waterfall into a roaring whirlpool which disappears through a hole in the floor.  Passages exit to the south and west.")
( Adventure0334 "You are in a maze of little twisting passages, all different.")
( Adventure0335 "You are in a maze of little twisty passages, all different.")
( Adventure0336 "You are in a maze of twisting little passages, all different.")
( Adventure0337 "You are in a maze of twisty little passages, all alike.")
( Adventure0338 "You are in a maze of twisty little passages, all different.")
( Adventure0339 "You are in an alcove.  A small north west path seems to widen after a short distance.  An extremely tight tunnel leads east.  It looks like a very tight squeeze.  An eerie light can be seen at the other end.")
( Adventure0340 "You are in an anteroom leading to a large passage to the east.  Small passages go west and up.  The remnants of recent digging are evident. A sign in midair here says 'Cave under construction beyond this point. Proceed at own risk.  Witt construction company'")
( Adventure0341 "You are in an arched hall.  A coral passage once continued up and east from here, but is now blocked by debris.  The air smells of sea water.")
( Adventure0342 "You are in an awkward sloping east west canyon.")
( Adventure0343 "You are in a north south canyon about 25 feet across.  The floor is covered by white mist seeping in from the north.  The walls extend upward for well over 100 feet.  Suspended from some unseen point far above you, an enormous two-sided mirror is hanging parallel to and midway between the canyon walls.  (The mirror is obviously provided for the use of the dwarves, who as you know, are extremely vain.)  A small window can be seen in either wall, some fifty feet up.")
( Adventure0344 "You are in a room whose walls resemble Swiss cheese.  Obvious passages go west, east, north east, and north west.  Part of the room is occupied by a large bedrock block.")
( Adventure0345 "You are in a secret canyon at a junction of three canyons, bearing north, south, and south east.  The north one is as tall as the other two combined.")
( Adventure0346 "You are in a secret canyon which exits to the north and east.")
( Adventure0347 "You are in a secret canyon which here runs east west.  It crosses over a very tight canyon 15 feet below.  If you go down you may not be able to get back up.")
( Adventure0348 "You are in a secret north south canyon above a large room.")
( Adventure0349 "You are in a secret north south canyon above a sizable passage.")
( Adventure0350 "You are in a small chamber beneath a 3 by 3 steel grate to the surface. A low crawl over cobbles leads inward to the west.")
( Adventure0351 "You are in a small chamber filled with large boulders.  The walls are very warm, causing the air in the room to be almost stifling from the heat.  The only exit is a crawl heading west, through which is coming a low rumbling.")
( Adventure0352 "You are in a splendid chamber thirty feet high.  The walls are frozen rivers of orange stone.  An awkward canyon and a good passage exit from east and west sides of the chamber.")
( Adventure0353 "You are in a tall east west canyon.  A low tight crawl goes 3 feet north and seems to open up.")
( Adventure0354 "You are in a twisting little maze of passages, all different.")
( Adventure0355 "You are in a twisting maze of little passages, all different.")
( Adventure0356 "You are in a twisty little maze of passages, all different.")
( Adventure0357 "You are in a twisty maze of little passages, all different.")
( Adventure0358 "You are in a valley in the forest beside a stream tumbling along a rocky bed.")
( Adventure0359 "You are in Bedquilt, a long east west passage with holes everywhere. To explore at random select north, south, up, or down.")
( Adventure0360 "You are in open forest near both a valley and a road.")
( Adventure0361 "You are in open forest, with a deep valley to one side.")
( Adventure0362 "You are inside a barren room.  The center of the room is completely empty except for some dust.  Marks in the dust lead away toward the far end of the room.  The only exit is the way you came in.")
( Adventure0363 "You are inside a building, a well house for a large spring.")
( Adventure0364 "You are in the bottom of a small pit with a little stream, which enters and exits through tiny slits.")
( Adventure0365 "You are in the Giant Room.  The ceiling here is too high up for your lamp to show it.  Cavernous passages lead east, north, and south.  On the west wall is scrawled the inscription, 'Fee fie foe foo'.")
( Adventure0366 "You are in the Hall of the Mountain King, with passages off in all directions.")
( Adventure0367 "You are in the Soft Room.  The walls are covered with heavy curtains, the floor with a thick pile carpet.  Moss covers the ceiling.")
( Adventure0368 "You are in the south side chamber.")
( Adventure0369 "You are in the west side chamber of the Hall of the Mountain King. A passage continues west and up here.")
( Adventure0370 "You are on one side of a large, deep chasm.  A heavy white mist rising up from below obscures all view of the far side.  A south west path leads away from the chasm into a winding corridor.")
( Adventure0371 "You are on the brink of a small clean climbable pit.  A crawl leads west.")
( Adventure0372 "You are on the brink of a thirty foot pit with a massive orange column down one wall.  You could climb down here but you could not get back up.  The maze continues at this level.")
( Adventure0373 "You are on the east bank of a fissure slicing clear across the hall. The mist is quite thick here, and the fissure is too wide to jump.")
( Adventure0374 "You are on the edge of a breath-taking view.  Far below you is an active volcano, from which great gouts of molten lava come surging out, cascading back down into the depths.")
( Adventure0375 "You are on the far side of the chasm.  A north east path leads away from the chasm on this side.")
( Adventure0376 "You are on the west side of the fissure in the Hall of Mists.")
( Adventure0377 "You are standing at the end of a road before a small brick building. Around you is a forest.  A small stream flows out of the building and down a gully.")
( Adventure0378 "You are standing at the entrance to a large, barren room.  A sign posted above the entrance reads:  'Caution!  Bear in room!'")
( Adventure0379 "You are walking along a gently sloping north south passage lined with oddly shaped limestone formations.")
( Adventure0380 "You can't get by the snake.")
( Adventure0381 "You clamber up the plant and scurry through the hole at the top.")
( Adventure0382 "You didn't make it.")
( Adventure0383 "You have climbed up the plant and out of the pit.")
( Adventure0384 "You have crawled through a very low wide passage parallel to and north of the Hall of Mists.")
( Adventure0385 "You have walked up a hill, still in the forest.  The road slopes back down the other side of the hill.  There is a building in the distance.")
( Adventure0386 "You're at a low window overlooking a huge pit, which extends up out of sight.  A floor is indistinctly visible over 50 feet below.  Traces of white mist cover the floor of the pit, becoming thicker to the left. Marks in the dust around the window would seem to indicate that someone has been here recently.  Directly across the pit from you and 25 feet away there is a similar window looking into a lighted room.  A shadowy figure can be seen there peering back at you.")
( Adventure0387 "You're at a low window overlooking a huge pit, which extends up out of sight.  A floor is indistinctly visible over 50 feet below.  Traces of white mist cover the floor of the pit, becoming thicker to the right. Marks in the dust around the window would seem to indicate that someone has been here recently.  Directly across the pit from you and 25 feet away there is a similar window looking into a lighted room.  A shadowy figure can be seen there peering back at you.")
( Adventure0388 "You're in a large room carved out of sedimentary rock.  The floor and walls are littered with bits of shells embedded in the stone.  A shallow passage proceeds downward, and a somewhat steeper one leads up.  A low hands and knees passage enters from the south.")
( Adventure0389 "You're in a long east west corridor.  A faint rumbling noise can be heard in the distance.")
( Adventure0390 "You're in a small chamber lit by an eerie green light.  An extremely narrow tunnel exits to the west.  A dark corridor leads north east.")
( Adventure0391 "You're in the Dark-Room.  A corridor leading south is the only exit.")
( Adventure0392 "A glistening pearl falls out of the clam and rolls away.  Goodness, this must really be an oyster.  (I never was very good at identifying bivalves.)  Whatever it is, it has now snapped shut again.")
( Adventure0393 "A hollow voice says 'Plugh'.")
( Adventure0394 "A little dwarf just walked around a corner, saw you, threw a little axe at you (which missed), cursed, and ran away.")
( Adventure0395 "A little dwarf with a big knife blocks your way.")
( Adventure0396 "All right.  But don't blame me if something goes wrong. Poof! You are engulfed in a cloud of orange smoke.  Coughing and gasping, you emerge from the smoke and find.")
( Adventure0397 "A mysterious recorded voice groans into life and announces: 'This exit is closed.  Please leave via Main Office.'")
( Adventure0398 "Are you trying to catch the bird?")
( Adventure0399 "Are you trying to explore beyond the Plover Room?")
( Adventure0400 "Are you trying to get into the cave?")
( Adventure0401 "Are you trying to somehow deal with the snake?")
( Adventure0402 "A sepulchral voice reverberating through the cave, says, 'Cave closing soon.  All adventurers exit immediately through Main Office.'")
( Adventure0403 "Attacking the snake both doesn't work and is very dangerous.")
( Adventure0404 "Blasting requires dynamite.")
( Adventure0405 "'Congratulations on bringing light into the Dark-Room!'")
( Adventure0406 "Digging without a shovel is quite impractical.  Even with a shovel progress is unlikely.")
( Adventure0407 "Don't be ridiculous!")
( Adventure0408 "Don't go west.")
( Adventure0409 "Do you indeed wish to quit now?")
( Adventure0410 "Do you need help getting out of here?")
( Adventure0411 "Do you need help getting out of the maze?")
( Adventure0412 "Do you really want to quit now?")
( Adventure0413 "Do you want the hint?")
( Adventure0414 "For crying out loud, the poor thing is already dead!")
( Adventure0415 "Gluttony is not one of the troll's vices.  Avarice, however, is.")
( Adventure0416 "Good try, but that is an old worn-out magic word.")
( Adventure0417 "Hmmm, this looks like a clue, which means it'll cost you 10 points to read it.  Should I go ahead and read it anyway?")
( Adventure0418 "I advise you to put down the clam before opening it.  strain!")
( Adventure0419 "I advise you to put down the oyster before opening it.  wrench!")
( Adventure0420 "I am unsure how you are facing.  Use compass points or nearby objects.")
( Adventure0421 "I believe what you want is right here with you.")
( Adventure0422 "I can only tell you what you see as you move about and manipulate things.  I cannot tell you where remote things are.")
( Adventure0423 "I dare say whatever you want is around here somewhere.")
( Adventure0424 "I don't know how.")
( Adventure0425 "I don't know how to apply that word here.")
( Adventure0426 "I don't know how to lock or unlock such a thing.")
( Adventure0427 "I don't know in from out here.  Use compass points or name something in the general direction you want to go.")
( Adventure0428 "I don't know that word.")
( Adventure0429 "I don't know the word 'stop'.  Use 'quit' if you want to give up.")
( Adventure0430 "I don't know where the cave is, but hereabouts no stream can run on the surface for long.  I would try the stream.")
( Adventure0431 "I don't understand that!")
( Adventure0432 "If you prefer, simply type w rather than west.")
( Adventure0433 "If you want to end your adventure early, say 'quit'.  To suspend your adventure such that you can continue later, say 'suspend' (or 'pause' or 'save').  To see what hours the cave is normally open, say 'hours'. To see how well you're doing, say 'score'.  To get full credit for a treasure, you must have left it safely in the building, though you get partial credit just for locating it.  You lose points for getting killed, or for quitting, though the former costs you more.  There are also points based on how much (if any) of the cave you've managed to explore; in particular, there is a large bonus just for getting in (to distinguish the beginners from the rest of the pack), and there are other ways to determine whether you've been through some of the more harrowing sections.  If you think you've found all the treasures, just keep exploring for a while.  If nothing interesting happens, you haven't found them all yet.  If something interesting does happen, it means you're getting a bonus and have an opportunity to garner many more points in the Master's Section.  I may occasionally offer hints if you seem to be having trouble.  If I do, I'll warn you in advance how much it will affect your score to accept the hints.  Finally, to save paper, you may specify 'brief', which tells me never to repeat the full description of a place unless you explicitly ask me to.")
( Adventure0434 "I know of places, actions, and things.  Most of my vocabulary describes places and is used to move you there.")
( Adventure0435 "I'm afraid I don't understand.")
( Adventure0436 "I'm afraid the magazine is written in Dwarvish.")
( Adventure0437 "I'm as confused as you are.")
( Adventure0438 "I'm game.  Would you care to explain how?")
( Adventure0439 "I need more detailed instructions to do that.")
( Adventure0440 "I respectfully suggest you go across the bridge instead of jumping.")
( Adventure0441 "Is this acceptable?")
( Adventure0442 "It gets you!")
( Adventure0443 "It has no lock.")
( Adventure0444 "I think I just lost my appetite.")
( Adventure0445 "It is beyond your power to do that.")
( Adventure0446 "It is now pitch dark.  If you proceed you will likely fall into a pit.")
( Adventure0447 "It is too far up for you to reach.")
( Adventure0448 "It looks as though you're dead.  Well, seeing as how it's so close to closing time anyway, I think we'll just call it a day.")
( Adventure0449 "It misses!")
( Adventure0450 "It says, 'there is something strange about this place, such that one of the words I've always known now has a new effect.'")
( Adventure0451 "It says the same thing it did before.")
( Adventure0452 "It's not hungry (it's merely pinin' for the fjords).  Besides, you have no bird seed.")
( Adventure0453 "It was already locked.")
( Adventure0454 "It was already unlocked.")
( Adventure0455 "Just as you reach the other side, the bridge buckles beneath the weight of the bear, which was still following you around.  You scrabble desperately for support, but as the bridge collapses you stumble back and fall into the chasm.")
